routeId,originHarbourId,originHarbourName,originProvince,origin,destination,destinationProvince,service_category_id,service_category_name,serviceId,serviceName,serviceType,serviceCode,description,passengerCapacity,statusLogistic
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,pejalan-kaki,Pejalan Kaki,5,Dewasa Bisnis I,passenger,DEWASA,>2 Tahun,10,Inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,pejalan-kaki,Pejalan Kaki,3,Dewasa Eksekutif,passenger,DEWASA, >2 Tahun ,10,Inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,pejalan-kaki,Pejalan Kaki,504,Bayi Bisnis,passenger,BAYI,0 - 2 Tahun,10,Inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,pejalan-kaki,Pejalan Kaki,505,Bayi Eksekutif,passenger,BAYI,0 - 2 Tahun,10,Inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,active
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,active
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,active
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,active
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,active
5484,94,Hunimua,Maluku,Hunimua,Waipirit,Maluku,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,active
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
5641002,564,Jangkar,Jawa Timur,Jangkar,Kalianget,Jawa Timur,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,pejalan-kaki,Pejalan Kaki,5,Dewasa Bisnis I,passenger,DEWASA,>2 Tahun,10,Inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,pejalan-kaki,Pejalan Kaki,504,Bayi Bisnis,passenger,BAYI,0 - 2 Tahun,10,Inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
5641003,564,Jangkar,Jawa Timur,Jangkar,Kangean,Jawa Timur,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
564565,564,Jangkar,Jawa Timur,Jangkar,Lembar,Nusa Tenggara Barat,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
5641005,564,Jangkar,Jawa Timur,Jangkar,Raas,Jawa Timur,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
5641004,564,Jangkar,Jawa Timur,Jangkar,Sapudi,Jawa Timur,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,pejalan-kaki,Pejalan Kaki,5,Dewasa Bisnis I,passenger,DEWASA,>2 Tahun,10,Inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,pejalan-kaki,Pejalan Kaki,9,Bayi Ekonomi,passenger,BAYI,0 - 2 Tahun,10,Inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,pejalan-kaki,Pejalan Kaki,517,Tenaga Kesehatan,passenger,DEWASA,Golonga  khusus tenaga kesehatan,10,Inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,pejalan-kaki,Pejalan Kaki,504,Bayi Bisnis,passenger,BAYI,0 - 2 Tahun,10,Inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,21,Golongan VIII,vehicle,GOL VIII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 12-16m",2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,22,Golongan IX,vehicle,GOL IX,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang lebih dari 16m & Alat Berat",2,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,518,Ambulance,vehicle,GOL IV B,Kendaraan Ambulance,0,inactive
3002,3,Jepara,Jawa Tengah,Jepara,Karimun Jawa,Jawa Tengah,kendaraan,Kendaraan,519,Kendaraan Badan Penanggulangan Bencana Daerah,vehicle,GOL IV B,Kendaraan khusus SAR Daerah,0,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,pejalan-kaki,Pejalan Kaki,7,Dewasa Ekonomi,passenger,DEWASA,>2 Tahun,10,Inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,pejalan-kaki,Pejalan Kaki,5,Dewasa Bisnis I,passenger,DEWASA,>2 Tahun,10,Inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,pejalan-kaki,Pejalan Kaki,8,Anak - Anak Ekonomi,passenger,ANAK,2 - 5 Tahun,10,Inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,11,Golongan I,vehicle,GOL I,Sepeda Gayuh,1,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,12,Golongan II ,vehicle,GOL II,Sepeda motor roda 2 di bawah 500 cc & gerobak dorong,2,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,13,Golongan III,vehicle,GOL III,Sepeda motor besar lebih dari (500 cc) & Sepeda motor roda 3,2,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,14,Golongan IV - Penumpang,vehicle,GOL IV A,"Kendaraan penumpang roda 4 (sedan, jeep dan sejenisnya dengan panjang maks 5Meter)",7,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,15,Golongan IV - Barang,vehicle,GOL IV B,Kendaraan penumpang roda 4 (pickup sejenis dengan bak / boks panjang maks 5Meter),5,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,16,Golongan V - Penumpang,vehicle,GOL V A,Kendaraan penumpang (minibus/elf sejenis dengan panjang lebih dari 5-7Meter),16,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,17,Golongan V - Barang,vehicle,GOL V B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 5-7Meter),2,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,18,Golongan VI - Penumpang,vehicle,GOL VI A,Kendaraan penumpang (bus dengan panjang lebih dari 7-10Meter),32,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,19,Golongan VI - Barang,vehicle,GOL VI B,Kendaraan barang (dengan bak/boks dan tangki sejenis dengan panjang lebih dari 7-10m),2,inactive
5417,174,Kalabahi,Nusa Tenggara Timur,Kalabahi,Adonara,Nusa Tenggara Timur,kendaraan,Kendaraan,20,Golongan VII,vehicle,GOL VII,"Truk tronton / tangki, kereta penarik kendaraan berat dengan Panjang 10-12m",2,inactive
